horizon,model,forecast_step,lead_minutes,MAE,RMSE,MAPE
24h,LightGBM,68,1020,19.44437504745119,29.086785141863977,13.058784626808798
24h,LightGBM,69,1035,19.422978295202046,28.95691095293895,13.048717283609266
24h,LightGBM,70,1050,18.781334568905493,27.774061844893485,12.51944565310856
24h,LightGBM,71,1065,18.87055190048426,27.77127073413145,12.566934877388736
24h,LightGBM,72,1080,19.001933776494738,28.113967867582883,12.646170697287035
24h,LightGBM,73,1095,19.34846366951687,28.807989366440157,12.957131584827888
24h,LightGBM,74,1110,18.600563929984528,27.471921993946918,12.367105129844024
24h,LightGBM,75,1125,19.41478982204448,28.88486635297287,12.96990661187422
24h,LightGBM,76,1140,19.060557733268556,28.320654286497643,12.708741665606937
24h,LightGBM,77,1155,18.8723839484974,27.94087934816431,12.58235281528183
24h,LightGBM,78,1170,19.220658283546,28.64300027895284,12.839057654166455
24h,LightGBM,79,1185,18.870876073434875,28.05424862210162,12.640433453503706
24h,LightGBM,80,1200,19.114847353762645,28.514220183822406,12.875598203730021
24h,LightGBM,81,1215,19.834965377816225,30.036333418149212,13.369125342976634
24h,LightGBM,82,1230,18.523333121429495,27.39951612735617,12.345727513544807
24h,LightGBM,83,1245,18.863461112919587,27.806034740642694,12.634459395865575
24h,LightGBM,84,1260,18.065744441421877,26.660225463820638,12.002765102008217
24h,LightGBM,85,1275,18.406167710137428,27.24624649933226,12.334154347279311
24h,LightGBM,86,1290,18.201926072509913,26.885244920995593,11.958899650046046
24h,LightGBM,87,1305,17.379291785204746,25.389618583603117,11.317914519766587
24h,LightGBM,88,1320,19.1324820529931,28.883635888919144,12.835823672690196
24h,LightGBM,89,1335,17.84616914629129,26.642207303107597,11.78876417265824
24h,LightGBM,90,1350,16.635812070241588,24.501074904707924,10.835611614232887
24h,LightGBM,91,1365,17.63970586644066,26.5002871411791,11.846963717627032
24h,LightGBM,92,1380,17.13183896107111,25.5547423000813,11.525596217843447
24h,LightGBM,93,1395,17.036234788699073,25.3972602662719,11.455262188739388
24h,LightGBM,94,1410,15.819603831039442,23.44669629466819,10.782046150130407
24h,LightGBM,95,1425,14.847595152993083,22.23877681903876,10.201118757298765
24h,LightGBM,96,1440,14.650246962935213,21.995192941785096,10.007648750084732
